Application No,Date Of Filing Application,Date Of Publication,Title,Name of Applicant,Address,Name of inventor,Abstract,No of Pages
4234/DELNP/2009 A ,25/06/2009,01/01/2010,"""OPTICAL FIBER"" ", 1)PRYSMIAN CAVI E SISTEMI ENERGIA S.R.L  ,"VIALE SARCA 222, MILANO, ITALY ", 1)GIACOMO STEFANO ROBA 2)LIDIA TERRUZZI 3)SABRINA FOGLIANI 4)MARCO ARIMONDI 5)SENDRA JOANNA NAGELVOORT 6)JOHANNES ADRIANUS VAN EEKELEN 7)ADRIANUS GIJSBERTUS MARIA ABEL 8)GOUKE DIRK JAN GEUS 9)DUURT PIETER WILLEM ALKEMA ,"Optical fiber capable of controlling attenuation losses caused by microbending on the signal transmitted thereby. The optical fiber comprisesa) an internal glass portion (101); b) a first coating layer (102) of a first polymeric material surrounding said glass portion (101); and c) a second coating layer (103) of a second polymeric material surrounding said first coating layer (102), wherein said first polymeric material has a hardening temperature lower than -10øC, an equilibrium tensile modulus lower than 1.5 MPa, wherein said first coating layer (102) has a thickness of from 18 æm to 28 æm and wherein said second coating layer (103) has a thickness of from 10 æm to 20 urn.  ",52
4098/DELNP/2009 A ,22/06/2009,01/01/2010,"""PROCESS TO MANUFACTURE A STANDARDIZED PHARMACEUTICAL OR VETERINARY PRODUCT FROM SKIN OF FRUITS OF PLANTS FROM GENUS VITIS, PHARMACEUTICAL OR VETERINARY PRODUCT, PHARMACEUTICAL OR VETERINARY COMPOSITION, USES AND METHOD FOR TREATMENT OF THE COMPONENTS OF METABOLIC SYNDROME OR FOR PROPHYLAXIS OR TREATMENT OF DISEASES CAUSED BY THE SYNDROME"" ", 1)ACHE LABORATORIOS FARMACEUTICOS S.A  ,"RODOVIA PRESIDENTES DUTRA, KM 222, 2-PORTO DA IGREJA 07034-904-GUARULHOS-SP, BRAZIL ", 1)LUIZ FRANCISCO PIANOWSKI 2)ARTUR BELTRAME RIBEIRO 3)ROBERTO SOARES DE MOURA ,"The present invention refers to an enhanced process to obtain a standardized pharmaceutical or veterinary product from the skin of fruits of plants from genus Vitis, which is useful for the treatment of symptoms, dysfunctions and other manifestations of the metabolic syndrome, as well as for prophylaxis or treatment of diseases caused by the syndrome.  ",36
4231/DELNP/2009 A ,25/06/2009,01/01/2010,"PRODUCTION METHOD OF POLYOLEFIN, POLYOLEFIN AND 1-HEXENE FOR LINEAR LOW DENSITY POLYETHYLENE PRODUCTION RAW MATERIAL ", 1)MITSUBISHI CHEMICAL CORPORATION  ,14-1 Shiba 4-chome Minato-ku Tokyo 108-0014 Japan , 1)Hiroki EMOTO 2)Kazuyuki YOKOYAMA 3)Takashi MONOI 4)Kazuhiro YAMAMOTO ,"The object of the present invention is to provide a production method of a polyolefin, in which catalyst activity is improved, and a polyolefin such as a linear low density polyethylene can industrially be advantageously produced. The present invention relates to a production method of a polyolefin, in which is producing a polyolefin by polymerization reaction of an olefin using a catalyst, an organohalide is present in a reaction system in an amount of from 0.05 to 10 ppm by weight in terms of a halogen atom as a concentration in a raw material polyolefin, and 1-hexene for linear low density polyethylene production raw material, containing an organohalide in an amount from 0.05 to 10 ppm by weight in terms of a halogen atom.  ",48
4278/DELNP/2009 A ,26/06/2009,01/01/2010,CONNECTING ROD JOURNALS AND CRANKSHAFT SPIDER BEARING IN AN ENGINE , 1)CYCLONE POWER TECHNOLOGIES INC.  ,601 N.E. 26th Court Pompano Beach FL 33064-5429 United States of America , 1)SCHOELL Harry ,"A heat regenerative engine uses water as both the working fluid and the lubricant. In operation, water is pumped from a collection pan and through a coil around a cylinder exhaust port, causing the water to be preheated by steam exhausted from the cylinder. The preheated water then enters a steam generator and is heated by a combustion chamber to produce high pressure super heated steam. Air is preheated in a heat exchanger and is then mixed with fuel from a fuel atomizer. An igniter burns the atomized fuel as the flames and heat are directed in a centrifuge within the combustion chamber. The speed and torque of the engine are controlled by a rocker and cam arrangement which opens a needle-type valve to inject high pressure super heated steam into a cylinder having a reciprocating piston therein.  ",26
4279/DELNP/2009 A ,26/06/2009,01/01/2010,ACTIVATED CARBON AS A MEANS TO REDUCE TASTE AND ODOUR FROM PLASTIC MATERIALS , 1)BOREALIS TECHNOLOGY OY  ,P.O. Box 330 FIN-06101 Porvoo Finland , 1)AHLSTRAND Lars-Erik 2)NYLANDER Perry 3)HAGSTRAND Per-Ola ,"The present invention relates to a polyolefin composition comprising(a) an olefin homo- or copolymer (A), (b) and b) activated carbon (B) as a taste and/or odour reducing agent, to the use of such a polyolefin composition, and to a pipe material and pipe having reduced taste and/or odour development comprising the above polyolefin composition  ",24
4280/DELNP/2009 A ,29/06/2009,01/01/2010,"POLYMER POLYOL, METHOD FOR PRODUCING THE SAME, AND METHOD FOR PRODUCING POLYURETHANE ", 1)SANYO CHEMICAL INDUSTRIES LTD.  ,11-1 Ikkyo Nomoto-cho Higashiyama-ku Kyoto-shi Kyoto 605-0995 Japan , 1)Shigekuni NAKADA 2)Tomohisa HIRANO 3)Takayuki TSUJI ,"A polymer polyol (A) comprising a polyol (PL) and polymer particles (JR) which are contained in the polyol (PL) and comprise ethylenically unsaturated compounds (E) as the constituents, wherein the content of acrylonitrile in the component (E) is 0 to 67% by mole and the viscosity of the polymer polyol (A) and the polymer particle content (PC) thereof satisfy the relationship (1) and/or the relationships (2) and (3). The polymer polyol (A) is useful as the raw material polyol component for polyurethane and brings about remarkable improvement in the mechanical properties of polyurethane, while the polymer polyol (A) makes it possible to facilitate the maintenance of a polyurethane-manufacturing unit by virtue of less clogging of a discharge head of a polyurethane foaming machine and thereby enhance the productivity(N1) < 0.9x(PC) - 35 (1) (N2) < 1.17x(PC) - 46 (2) (N3) < 1.37x(PC) - 55 (3) wherein N1, N2 and N3 are viscosities (Pa•s) of polymer polyol as determined at 25øC with a rheometer at shear rates of 1.0(l/s), 0.1(l/s) and 10.0 (l/s) respectively; and PC is content (wt%) of (JR) in polymer polyol.  ",40
4204/DELNP/2009 A ,24/06/2009,01/01/2010,ALKYLATION PROCESS USING AN ALKYL HALIDE PROMOTED IONIC LIQUID CATALYST , 1)CHEVRON U.S.A. INC.  ,6001 Bollinger Canyon Road-3rd Floor San Ramon CA 94583 U.S.A. , 1)HARRIS Thomas V. 2)DRIVER Michael 3)ELOMARI Saleh 4)TIMKEN Hye-kyung C. ,"A process for the production of a high quality gasoline blending components from refinery process streams by the alkylation of light isoparaffins with olefins using an ionic liquid catalyst is disclosed. The alkylation process comprises contacting a hydrocarbon mixture comprising at least one olefin having from 2 to 6 carbon atoms and at least one isoparaffin having from 3 to 6 carbon atoms under alkylation conditions, said catalyst comprising a mixture of at least one acidic ionic liquid and at least one alkyl halide. The alkylhalide by reacting to at least a portion of the olefin with a hydrogen halide.  ",22
4305/DELNP/2009 A ,29/06/2009,01/01/2010,EFFICIENT UPLINK OPERATION WITH HIGH INSTANTANEOUS DATA RATES , 1)INTERDIGITAL TECHNOLOGY CORPORATION  ,"3411 SILVERSIDE ROAD, CONCORD PLAZA, SUITE 105, HAGLEY BUILDING, WILMINGTON, DELAWARE 19810, U.S.A "," 1)MARINIER, PAUL 2)REZNIK, ALEXANDER 3)TERRY, STEPHEN, E ",The disclosed method and apparatus for allocating resources comprise scheduling a requesting wireless transmit receive unit (WTRU) for transmission using non-persistent scheduling.  ,21
4306/DELNP/2009 A ,29/06/2009,01/01/2010,SIGNALLING DELEGATION IN A MOVING NETWORK , 1)TELEFONAKTIEBOLAGET LM ERICSSON (PUBL)  ,SE-164 83 STOCKHOLM (SE) Sweden ," 1)MELEN, JAN 2)YLITALO, JUKKA 3)NIKANDER, PEKKA 4)JOKELA, PETRI ","I order to delegate location update signalling responsibility from a Mobile Node to a Mobile Router, the Mobile Router is provided with a second symmetric key generated by a Mobile Node using a first symmetric key shared between the Mobile Node and a Peer Node. The Mobile Router is additionally provided with a ""certificate"" authenticating the second symmetric key using the first symmetric key. In this way, the mobile router can sign location update related messages sent to the Peer Node with the second symmetric key, and can provide the Peer Node with the certificate in order to allow the Peer Node to authenticate the right of the Mobile Router to act on behalf of the Mobile Node.  ",25
4307/DELNP/2009 A ,29/06/2009,01/01/2010,PATTERN TRANSFERABLE TO SKIN FOR OPTICAL MEASUREMENTS DURING SHAVING , 1)THE GILLETTE COMPANY  ,"PRUDENTIAL TOWER BUILDING, BOSTON, MASSACHUSETTS 02199, U.S.A "," 1)DOUGHTY, DARRELL, GENE ",A removable tattoo for applying a pattern to the skin for use with an optical measurement system to measure forces on the skin such as during shaving. A transfer paper is printed with a random pattern of different size dots. The pattern can have two or three different sized dots. The pattern of dots has a pattern density of between about 40% to about 60%. The pattern is printed with inks suitable for skin contact that are not water soluble so as to withstand a moist shaving environment. The pattern is removable from the test person with alcohol.  ,54
4308/DELNP/2009 A ,29/06/2009,01/01/2010,CHRONICALLY-IMPLANTABLE ACTIVE FIXATION MEDICAL ELECTRICAL LEADS AND RELATED METHODS FOR NON-FLUOROSCOPIC IMPLANTATION ," 1)MEDTRONIC, INC.  ","LC340, 710 MEDTRONIC PARKWAY, MINNEAPOLIS, MN 55432, U.S.A "," 1)MARKOWITZ, H. TOBY 2)WALDHAUSER, STEVEN 3)GIESE, CHAD ","Bio-impcdance may be used for navigation systems to chronically implant pacing and defibrillation leads in the heart using a non-fluoroscopic position sensing unit (PSU), such as a modified LocaLisa system from Medtronic Inc., which allows for variable frequency sampling of the position of electrode of a catheter. The PSU injects small AC signals via surface electrodes in three orthogonal axes, each on a slightly different frequency (e.g., near 30 KHz). Indwelling electrodes electrically connected to the PSU resolves the magnitude of induced voltage for each of the three frequencies, thus measuring voltage for each of the three axes. Voltages are divided by induced current to yield impedance in each axis for each electrode. Impedance is proportional to position within the body. Such a system requires that a conductive material, such as a retractable helical tip-electrode, be exposed during implantation. Since the tip is retracted during implantation, this disclosure provides a modified distal portion employing at least one aperture (or ""window"") for fluid exposure of the helix-electrode and a deployable internal sleeve for covering the aperture(s) when the helix-electrode is extended.  ",26
3022/DELNP/2009 A ,06/05/2009,01/01/2010,METHOD OF NEUTRALIZING WASTE DEVELOPING SOLUTION CONTAINING TETRAALKYLAMMONIUM HYDROXIDE , 1)Tokuyama Corporation  ,1-1 Mikage-cho Shunan-shi Yamaguchi 745-8648 Japan , 1)YAMASHITA Yoshifumi 2)NAKAMOTO Tatsuya 3)YAMAUCHI Masaharu ,"A method of neutralizing a waste developing solution which contains a tetraalkylammonium hydroxide and further contains, dissolved therein, an organic substance derived from a photoresist, by bringing the waste developing solution into countercurrent contact with carbon dioxide or a gas containing carbon dioxide in a neutralization column. In the method, bubbles generating in the neutralization column can be effectively removed without accumulating in the neutralization column. In this neutralization method, bubbles generating in a gas-phase part at the top of the neutralization column during the neutralization of the waste developing solution are taken out of the column and brought into contact with a heater to eliminate the bubbles.  ",28
4304/DELNP/2009 A ,29/06/2009,01/01/2010,"""METHOD AND APPARATUS FOR BASE STATION SELF CONFIGURATION"" ", 1)INTERDIGITAL TECHNOLOGY CORPORATION  ,"3411 SILVERSIDE ROAD, CONCORD PLAZA, SUITE 105, HAGLEY BUILDING, WILMINGTON, DELAWARE 19810, USA. "," 1)WANG, PETER S. 2)GUCCIONE, LOUIS, J. 3)MILLER, JAMES M. 4)OLVERA-HERNANDEZ, ULISES ","Disclosed is method and apparatus for operation of a base station in wireless communications, including configuration of the base station for secure and authenticated communications with other base stations.  ",31
